restart_count,cpu_usage_pct,memory_usage_pct,pod_ready,last_exit_code,waiting_reason,oom_killed_count,image_pull_errors,failed_scheduling_events,readiness_probe_failures,label
10,85.6,81.8,0,1,Error,0,0,0,3,probe_failure
9,65.6,75.8,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,23.1,50.2,1,0,Running,0,0,0,0,healthy
9,63.2,59.9,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
1,4.3,13.8,0,0,Pending,0,7,0,1,image_pull_error
7,100.0,64.6,0,0,Error,0,0,0,3,crash_loop
0,1.6,10.5,0,0,Pending,0,0,8,0,scheduling_failure
3,52.4,92.7,0,86,CrashLoopBackOff,2,0,0,0,oom_killed
2,43.0,62.6,0,0,Error,0,0,0,2,probe_failure
3,42.7,38.9,1,0,Error,0,0,0,3,probe_failure
3,66.8,55.9,1,1,CrashLoopBackOff,0,0,0,5,probe_failure
0,26.5,34.2,1,0,Unknown,0,0,0,0,healthy
6,68.6,74.9,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,45.8,50.5,1,0,Running,0,0,0,0,healthy
8,79.4,70.7,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
0,23.9,17.4,0,0,ContainerCreating,0,0,3,0,scheduling_failure
1,24.5,29.2,1,0,Running,0,0,0,0,healthy
1,17.4,26.0,1,0,Unknown,0,0,0,0,healthy
1,26.9,49.0,0,1,Error,0,0,0,4,probe_failure
7,71.4,68.1,0,1,CrashLoopBackOff,0,0,0,0,crash_loop
0,12.6,38.5,1,0,Running,0,0,0,0,healthy
1,34.0,30.6,0,0,Running,0,0,0,0,healthy
0,5.3,25.3,1,0,Unknown,0,0,0,1,healthy
1,25.9,41.1,1,0,Unknown,0,0,0,0,healthy
0,12.3,17.2,0,0,Unschedulable,0,0,9,0,scheduling_failure
6,85.1,75.8,0,2,CrashLoopBackOff,0,0,0,7,crash_loop
3,55.2,99.1,1,133,CrashLoopBackOff,1,0,0,1,oom_killed
0,37.8,51.1,1,0,Unknown,0,0,0,1,healthy
1,49.9,47.9,0,0,CrashLoopBackOff,0,0,0,6,probe_failure
9,77.8,63.8,0,0,CrashLoopBackOff,0,0,0,2,probe_failure
1,49.7,88.9,0,1,CrashLoopBackOff,0,0,0,6,crash_loop
1,32.4,93.8,0,131,Error,1,0,0,3,oom_killed
9,74.1,72.6,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
1,33.9,60.8,0,1,Error,0,0,0,5,probe_failure
0,23.7,37.9,1,0,Running,0,0,0,0,healthy
0,13.2,45.4,1,0,Running,0,0,0,0,healthy
0,23.2,25.4,1,0,Running,0,0,0,0,healthy
10,66.5,60.3,0,1,Error,0,0,0,2,probe_failure
0,5.1,12.1,0,0,ImagePullBackOff,0,2,0,0,image_pull_error
4,42.6,84.4,0,87,CrashLoopBackOff,1,0,0,2,oom_killed
1,5.2,16.9,0,0,Pending,0,5,0,1,image_pull_error
0,13.0,40.5,1,0,Running,0,0,0,0,healthy
10,73.0,34.5,0,1,CrashLoopBackOff,0,0,0,1,crash_loop
0,4.1,29.5,1,0,Unknown,0,0,0,0,healthy
9,75.9,64.8,0,1,CrashLoopBackOff,0,0,0,7,probe_failure
6,66.4,71.4,0,2,CrashLoopBackOff,0,0,0,4,probe_failure
1,28.8,44.9,1,0,Unknown,0,0,0,0,healthy
3,34.9,91.1,0,135,CrashLoopBackOff,2,0,0,1,oom_killed
0,13.4,16.4,0,0,Pending,0,0,6,0,scheduling_failure
0,44.3,25.1,1,0,Running,0,0,0,0,healthy
8,70.5,73.9,0,1,Error,0,0,0,5,probe_failure
5,83.3,87.0,0,138,Error,1,0,0,0,oom_killed
0,27.8,26.9,1,0,Running,0,0,0,0,healthy
0,20.8,31.0,1,0,Running,0,0,0,0,healthy
1,44.0,93.2,0,87,Error,0,0,0,2,oom_killed
0,47.6,93.1,0,139,Error,5,0,0,1,oom_killed
1,32.2,17.5,1,0,Running,0,0,0,0,healthy
0,5.6,54.8,1,0,Running,0,0,0,0,healthy
2,44.6,60.5,0,0,CrashLoopBackOff,0,0,0,1,probe_failure
0,5.3,52.0,1,0,Running,0,0,0,1,healthy
9,75.2,75.2,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,15.5,37.3,1,0,Running,0,0,0,0,healthy
1,5.3,49.5,1,0,Unknown,0,0,0,0,healthy
10,66.3,63.7,0,1,Error,0,0,0,2,probe_failure
7,59.4,68.6,0,1,Running,0,0,0,4,crash_loop
0,35.4,35.1,1,0,Running,0,0,0,1,healthy
0,13.9,14.2,0,0,Unschedulable,0,0,6,0,scheduling_failure
0,11.5,16.7,1,0,Unknown,0,0,0,0,healthy
1,40.8,66.6,1,1,CrashLoopBackOff,0,0,0,2,probe_failure
3,48.3,52.4,0,1,CrashLoopBackOff,0,0,0,7,probe_failure
0,27.9,53.2,1,0,Running,0,0,0,1,healthy
1,9.1,6.9,0,0,Unschedulable,0,0,4,1,scheduling_failure
0,29.7,32.3,1,0,Running,0,0,0,0,healthy
1,39.2,80.7,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
5,68.0,71.9,0,132,OOMKilled,0,0,0,1,oom_killed
8,69.3,55.6,0,1,Error,0,0,0,7,crash_loop
0,25.1,32.8,1,0,Running,0,0,0,0,healthy
1,19.4,78.0,1,0,Running,0,0,0,0,healthy
1,48.6,20.0,1,0,Running,0,0,0,0,healthy
0,51.0,51.7,0,1,Running,0,0,0,9,probe_failure
0,24.1,16.9,1,0,Unknown,0,0,0,1,healthy
1,30.2,39.4,1,0,Unknown,0,0,0,1,healthy
2,21.9,61.0,0,0,Error,0,0,0,5,probe_failure
0,9.5,13.3,0,0,ErrImagePull,0,11,0,0,image_pull_error
1,18.7,29.7,1,0,Running,0,0,0,0,healthy
1,13.4,41.0,1,0,Unknown,0,0,0,0,healthy
6,67.5,77.1,0,140,OOMKilled,1,0,0,2,oom_killed
1,33.8,38.6,1,0,Running,0,0,0,0,healthy
8,86.6,70.2,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
0,18.9,13.7,1,0,Unschedulable,0,0,6,0,scheduling_failure
1,11.9,50.4,1,0,Running,0,0,0,0,healthy
1,23.9,16.9,1,0,Unknown,0,0,0,0,healthy
7,89.6,77.3,0,0,CrashLoopBackOff,0,0,0,5,probe_failure
3,35.7,74.9,0,0,Error,0,0,0,8,probe_failure
0,21.9,47.2,1,0,Running,0,0,0,0,healthy
1,1.5,38.9,1,0,Running,0,0,0,0,healthy
0,30.3,16.3,1,0,Running,0,0,0,0,healthy
1,56.1,57.2,0,0,CrashLoopBackOff,0,0,0,5,probe_failure
7,75.9,64.1,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,10.7,15.5,0,0,Pending,0,5,0,0,scheduling_failure
0,12.5,12.2,0,0,Unschedulable,0,0,7,1,scheduling_failure
2,95.7,62.0,0,2,Running,0,0,0,4,crash_loop
0,14.6,52.6,1,0,Running,0,0,0,0,healthy
0,53.5,61.1,0,1,Error,0,0,0,3,crash_loop
0,35.8,54.8,1,0,Running,0,0,0,0,healthy
0,36.8,34.0,1,0,Running,0,0,0,0,healthy
5,67.9,33.9,0,0,Running,0,0,0,5,crash_loop
9,75.0,81.5,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
1,30.2,36.1,1,0,Unknown,0,0,0,0,healthy
0,4.9,22.4,0,0,ImagePullBackOff,0,6,0,0,image_pull_error
0,13.2,16.8,0,0,ImagePullBackOff,0,4,0,0,image_pull_error
9,44.7,75.4,0,1,Error,0,0,0,3,crash_loop
0,30.3,35.6,1,0,Running,0,0,0,0,healthy
1,18.7,52.3,1,0,Running,0,0,0,0,healthy
1,28.3,18.3,1,0,Running,0,0,0,1,healthy
8,75.1,63.8,1,2,Error,0,0,0,4,probe_failure
2,40.6,89.4,0,137,CrashLoopBackOff,4,0,0,2,oom_killed
10,90.7,58.4,0,0,Running,0,0,0,4,crash_loop
1,54.1,55.0,0,1,Error,0,0,0,7,probe_failure
7,84.9,81.1,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,17.0,5.2,0,0,Pending,0,0,6,0,scheduling_failure
7,72.2,80.4,0,1,CrashLoopBackOff,0,0,0,5,crash_loop
1,20.1,26.3,1,0,Unknown,0,0,0,1,healthy
9,66.7,74.4,0,2,CrashLoopBackOff,0,0,0,3,probe_failure
1,3.3,30.4,1,0,Running,0,0,0,1,healthy
7,76.6,58.3,0,0,CrashLoopBackOff,0,0,0,5,probe_failure
0,19.3,53.8,1,0,Running,0,0,0,0,healthy
6,68.4,54.1,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
1,42.1,62.0,0,1,Running,0,0,0,3,image_pull_error
1,38.3,71.6,0,1,Running,0,0,0,1,probe_failure
0,18.5,14.1,0,0,Unschedulable,0,0,5,0,scheduling_failure
1,43.9,11.8,1,0,Unknown,0,0,0,1,healthy
4,46.2,65.7,0,0,CrashLoopBackOff,0,0,0,5,probe_failure
5,57.2,93.2,0,133,CrashLoopBackOff,7,0,0,1,oom_killed
9,73.9,68.2,0,1,CrashLoopBackOff,0,0,0,7,probe_failure
0,14.9,56.5,1,0,Running,0,0,0,0,healthy
1,22.9,59.6,1,0,Running,0,0,0,1,healthy
0,13.8,36.7,1,0,Running,0,0,0,1,healthy
10,85.3,75.2,0,1,Error,0,0,0,5,probe_failure
2,37.7,57.1,0,1,Error,0,0,0,8,probe_failure
2,57.3,90.4,0,132,Error,4,0,0,2,oom_killed
0,65.6,84.5,0,141,OOMKilled,1,0,0,0,oom_killed
9,74.4,75.3,0,1,Error,0,0,0,2,probe_failure
0,0.0,13.2,0,0,Unschedulable,0,0,6,0,scheduling_failure
0,8.6,15.0,0,0,ErrImagePull,0,0,0,1,image_pull_error
1,30.1,51.1,1,0,Running,0,0,0,0,healthy
7,68.7,61.5,0,1,Error,0,0,0,3,probe_failure
0,7.0,18.8,0,1,ErrImagePull,0,5,0,0,image_pull_error
12,41.9,74.6,0,1,Error,0,0,0,6,crash_loop
0,1.1,11.7,0,0,ContainerCreating,0,0,6,0,scheduling_failure
2,47.9,77.2,0,140,OOMKilled,4,0,0,2,oom_killed
1,5.5,4.0,0,0,ContainerCreating,0,0,7,0,scheduling_failure
0,25.3,62.3,1,0,Running,0,0,0,0,healthy
0,14.9,34.8,1,0,Running,0,0,0,1,healthy
2,41.4,59.0,0,1,CrashLoopBackOff,0,0,0,1,probe_failure
0,27.5,30.8,1,0,Running,0,0,0,1,healthy
0,28.3,57.1,1,0,Unknown,0,0,0,0,healthy
10,75.9,89.0,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
1,7.6,22.2,1,0,Unknown,0,0,0,0,healthy
1,16.5,21.8,1,0,Running,0,0,0,0,healthy
2,66.2,70.1,0,1,CrashLoopBackOff,0,0,0,6,crash_loop
4,63.3,100.0,0,131,OOMKilled,3,0,0,4,oom_killed
3,43.6,100.0,0,131,Error,3,0,0,1,image_pull_error
4,32.1,100.0,0,135,CrashLoopBackOff,1,0,0,2,oom_killed
0,22.2,41.9,1,0,Running,0,0,0,0,healthy
7,90.7,72.4,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
12,58.5,67.5,0,1,Running,0,0,0,2,crash_loop
1,11.4,26.9,0,0,Unschedulable,0,0,5,0,scheduling_failure
3,40.1,83.4,0,135,OOMKilled,3,0,0,2,oom_killed
0,18.7,36.3,1,0,Running,0,0,0,0,healthy
1,27.2,100.0,0,87,CrashLoopBackOff,3,0,0,2,oom_killed
1,27.3,45.5,1,0,Running,0,0,0,0,healthy
6,84.3,76.3,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
1,21.7,35.4,1,0,Running,0,0,0,0,healthy
1,33.7,43.7,1,0,Running,0,0,0,0,healthy
0,31.7,38.3,1,0,Running,0,0,0,0,healthy
9,74.4,81.1,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
0,4.1,26.0,0,2,Pending,0,6,0,0,image_pull_error
8,58.6,88.3,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
0,23.6,28.3,1,0,Running,0,0,0,0,healthy
1,24.9,7.6,1,0,Running,0,0,0,1,healthy
0,39.8,54.6,1,0,Running,0,0,0,0,healthy
1,48.0,18.3,1,0,Unknown,0,0,0,1,healthy
3,29.5,59.1,0,1,CrashLoopBackOff,0,0,0,0,crash_loop
2,39.6,64.8,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
4,45.5,65.1,1,2,Error,0,0,0,8,crash_loop
0,30.7,56.8,1,0,Running,0,0,0,0,healthy
0,34.6,38.6,1,0,Unknown,0,0,0,0,healthy
0,22.8,11.9,1,0,Running,0,0,0,1,healthy
10,83.4,74.7,0,0,CrashLoopBackOff,0,0,0,2,probe_failure
1,35.4,58.0,0,0,Running,0,0,0,6,probe_failure
0,20.6,18.7,0,0,ImagePullBackOff,0,4,0,0,image_pull_error
1,76.0,69.0,0,1,CrashLoopBackOff,0,0,0,0,crash_loop
1,45.7,31.5,1,0,Running,0,0,0,0,healthy
0,5.4,26.8,0,0,ContainerCreating,0,0,0,0,scheduling_failure
0,0.0,38.2,1,0,Unknown,0,0,0,0,healthy
0,4.8,12.3,0,0,Pending,0,0,4,1,scheduling_failure
3,81.3,68.2,0,1,CrashLoopBackOff,0,0,0,5,crash_loop
0,13.6,9.9,0,1,ImagePullBackOff,0,1,0,0,image_pull_error
8,21.7,74.4,0,1,CrashLoopBackOff,0,0,0,0,crash_loop
9,77.6,73.1,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
7,74.1,75.4,0,1,Error,0,0,0,1,crash_loop
7,79.5,64.2,0,2,CrashLoopBackOff,0,0,0,2,probe_failure
3,31.4,39.1,0,2,CrashLoopBackOff,0,0,0,2,crash_loop
0,39.9,41.7,1,0,Running,0,0,0,0,healthy
4,51.5,84.6,0,143,OOMKilled,3,0,0,3,oom_killed
1,26.4,27.8,0,0,Unknown,0,0,0,1,healthy
0,12.2,18.2,0,0,Pending,0,0,0,0,image_pull_error
1,30.2,47.0,1,0,Unknown,0,0,0,0,healthy
0,10.7,12.8,0,0,ErrImagePull,0,6,0,1,image_pull_error
1,30.3,22.5,1,0,Running,0,0,0,0,healthy
0,61.0,60.6,0,0,Error,0,0,0,7,probe_failure
0,9.1,32.1,1,0,Running,0,0,0,0,healthy
10,71.0,80.9,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
3,49.9,75.5,0,137,OOMKilled,2,0,0,2,oom_killed
8,74.1,73.5,0,1,Error,0,0,0,4,probe_failure
0,21.5,24.0,1,0,Running,0,0,0,0,healthy
7,59.8,83.8,0,0,CrashLoopBackOff,0,0,0,5,crash_loop
2,41.2,49.4,0,1,Error,0,0,0,7,probe_failure
2,27.9,91.6,0,138,Error,4,0,0,2,oom_killed
0,8.0,25.7,0,0,ContainerCreating,0,0,8,0,scheduling_failure
11,74.1,84.0,0,1,CrashLoopBackOff,0,0,0,6,probe_failure
1,23.9,27.8,0,0,ErrImagePull,0,3,0,1,image_pull_error
9,54.4,80.2,1,1,Running,0,0,0,7,crash_loop
0,9.9,13.4,0,0,Pending,0,6,0,1,image_pull_error
0,40.3,37.1,1,0,Running,0,0,0,0,healthy
0,24.8,47.2,1,0,Running,0,0,0,0,healthy
7,63.3,82.8,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,21.1,32.9,1,0,Running,0,0,0,0,healthy
9,74.9,70.9,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
0,28.4,41.3,1,0,Unknown,0,0,0,0,healthy
1,23.6,17.6,1,0,Running,0,0,0,0,healthy
1,33.2,13.8,1,0,Running,0,0,0,0,healthy
0,54.2,91.3,0,141,OOMKilled,3,0,0,3,oom_killed
4,46.5,66.1,0,2,CrashLoopBackOff,0,0,0,9,probe_failure
0,44.7,41.9,1,0,Unknown,0,0,0,0,healthy
1,1.0,15.2,0,0,ImagePullBackOff,0,8,0,1,image_pull_error
1,25.4,25.2,1,0,Unknown,0,0,0,0,healthy
11,70.4,79.4,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,24.5,37.1,1,0,Unknown,0,0,0,1,healthy
10,74.2,71.7,0,0,Error,0,0,0,3,probe_failure
0,34.1,45.5,1,0,Running,0,0,0,0,healthy
0,18.6,58.4,1,0,Running,0,0,0,1,healthy
4,66.9,74.3,0,1,Error,0,0,0,3,probe_failure
1,26.6,42.9,1,0,Running,0,0,0,0,healthy
4,61.4,76.6,0,87,OOMKilled,0,0,0,2,oom_killed
8,80.0,70.6,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,5.0,64.8,1,0,Running,0,0,0,0,healthy
9,81.0,75.6,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
0,30.6,30.4,1,0,Running,0,0,0,1,healthy
0,11.0,25.5,1,0,Running,0,0,0,0,scheduling_failure
7,77.6,74.0,0,1,Error,0,0,0,5,probe_failure
0,18.1,40.2,1,0,Unknown,0,0,0,1,healthy
1,20.4,27.3,1,0,Running,0,0,0,0,healthy
0,8.2,48.1,1,0,Running,0,0,0,0,healthy
5,35.3,59.3,0,1,Running,0,0,0,4,probe_failure
1,34.5,66.9,1,1,CrashLoopBackOff,0,0,0,1,probe_failure
4,72.9,70.2,0,0,Running,0,0,0,4,crash_loop
1,9.6,26.3,0,1,ErrImagePull,0,4,0,0,image_pull_error
0,23.7,25.6,0,0,Pending,0,0,0,1,image_pull_error
4,15.2,56.8,0,1,CrashLoopBackOff,0,0,0,7,crash_loop
2,47.7,47.6,0,1,Running,0,0,0,3,probe_failure
3,55.6,64.1,0,1,CrashLoopBackOff,0,0,0,5,crash_loop
0,19.2,43.0,1,0,Running,0,0,0,0,healthy
0,11.4,15.5,0,0,ContainerCreating,0,0,1,1,scheduling_failure
1,42.1,33.6,1,0,Unknown,0,0,0,0,healthy
0,24.4,12.3,0,0,Unschedulable,0,0,4,1,scheduling_failure
0,13.6,37.0,1,0,Running,0,0,0,1,healthy
3,33.1,58.7,0,0,Running,0,0,0,4,probe_failure
4,28.8,76.4,0,139,CrashLoopBackOff,0,0,0,2,oom_killed
0,17.8,6.0,0,0,Unschedulable,0,0,9,0,scheduling_failure
0,29.6,56.4,1,0,Running,0,0,0,0,healthy
0,43.1,45.9,1,0,Running,0,0,0,0,healthy
0,37.1,56.0,0,0,Unknown,0,0,0,0,healthy
0,37.6,44.2,1,0,Running,0,0,0,7,probe_failure
10,87.1,80.9,0,2,CrashLoopBackOff,0,0,0,4,probe_failure
0,28.1,32.1,1,0,Running,0,0,0,0,healthy
10,67.7,80.2,0,1,Error,0,0,0,3,probe_failure
0,49.5,52.7,0,0,Running,0,0,0,0,healthy
3,66.8,61.1,0,0,Running,0,0,0,11,probe_failure
0,29.3,38.5,1,0,Running,0,0,0,1,healthy
3,58.3,60.4,0,1,CrashLoopBackOff,0,0,0,0,probe_failure
5,89.2,72.5,0,1,Error,0,0,0,4,probe_failure
11,78.0,85.6,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,22.5,36.5,1,0,Running,0,0,0,0,healthy
4,31.5,56.1,0,1,Running,0,0,0,3,probe_failure
1,55.1,90.9,1,138,Error,2,0,0,2,oom_killed
6,77.2,76.2,0,1,CrashLoopBackOff,0,0,0,2,probe_failure
3,39.3,70.9,1,1,Running,0,0,0,1,probe_failure
6,80.7,81.9,0,1,Error,0,0,0,4,probe_failure
1,24.3,36.1,1,0,Running,0,0,0,0,healthy
1,9.6,30.1,0,0,Unschedulable,0,0,3,0,scheduling_failure
6,75.5,74.7,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
1,42.7,33.4,1,0,Running,0,0,0,0,healthy
8,84.2,70.7,0,1,Error,0,0,0,4,probe_failure
6,36.7,87.8,0,1,Running,0,0,0,7,crash_loop
6,95.1,70.2,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
0,38.5,37.8,1,0,Running,0,0,0,1,healthy
0,10.3,19.1,0,0,Pending,0,0,10,0,scheduling_failure
0,22.2,26.7,1,0,Running,0,0,0,0,healthy
3,69.0,94.3,0,134,Error,2,0,0,1,oom_killed
1,8.2,10.6,0,0,Pending,0,0,3,0,scheduling_failure
2,66.4,81.8,0,134,CrashLoopBackOff,0,0,0,2,oom_killed
0,0.0,27.3,0,0,ErrImagePull,0,4,0,0,image_pull_error
1,28.8,15.1,1,0,Running,0,0,0,1,healthy
3,37.9,54.7,1,1,CrashLoopBackOff,0,0,0,5,probe_failure
7,73.1,74.7,0,0,CrashLoopBackOff,0,0,0,4,probe_failure
1,47.7,27.9,1,0,Running,0,0,0,0,healthy
8,68.7,79.9,0,2,CrashLoopBackOff,0,0,0,4,probe_failure
0,10.8,19.5,1,0,Running,0,0,0,0,healthy
8,78.5,70.7,0,0,Error,0,0,0,3,probe_failure
1,8.0,14.7,0,0,Unschedulable,0,0,6,0,scheduling_failure
1,41.4,67.5,1,0,Running,0,0,0,1,healthy
10,86.4,84.1,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,36.4,28.5,1,0,Running,0,0,0,0,healthy
2,68.2,69.0,0,2,CrashLoopBackOff,0,0,0,5,crash_loop
2,60.5,41.4,0,1,CrashLoopBackOff,0,0,0,5,crash_loop
9,88.5,51.4,0,0,Running,0,0,0,7,crash_loop
1,19.8,35.4,1,0,Running,0,0,0,0,healthy
1,10.8,45.6,1,0,Unknown,0,0,0,0,healthy
0,32.6,27.2,1,0,Running,0,0,0,0,healthy
0,35.4,56.1,1,0,Unknown,0,0,0,0,healthy
9,69.9,77.7,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
2,59.1,80.2,0,138,CrashLoopBackOff,1,0,0,4,oom_killed
0,11.3,40.0,1,0,Running,0,0,0,0,healthy
8,78.7,65.6,0,1,CrashLoopBackOff,0,0,0,1,probe_failure
1,42.7,63.0,1,0,Running,0,0,0,0,healthy
1,34.0,18.7,1,0,Running,0,0,0,0,healthy
3,36.6,96.2,0,143,Error,5,0,0,3,oom_killed
0,2.4,49.6,1,0,Running,0,0,0,0,healthy
0,7.0,4.4,0,1,ImagePullBackOff,0,8,0,0,image_pull_error
0,28.5,26.9,1,0,Running,0,0,0,0,healthy
2,41.9,73.6,0,1,Running,0,0,0,9,probe_failure
9,75.8,56.5,0,1,CrashLoopBackOff,0,0,0,5,probe_failure
10,100.0,57.4,0,0,Running,0,0,0,2,crash_loop
0,24.6,46.0,1,0,Running,0,0,0,0,healthy
0,38.1,43.9,1,0,Unknown,0,0,0,0,healthy
1,6.9,17.0,0,0,Unschedulable,0,0,2,0,scheduling_failure
0,43.7,56.3,0,1,Error,0,0,0,6,probe_failure
4,38.0,61.7,0,1,CrashLoopBackOff,0,0,0,6,probe_failure
1,0.0,29.2,0,0,ErrImagePull,0,7,0,0,image_pull_error
1,16.6,21.2,0,0,ContainerCreating,0,0,8,0,scheduling_failure
5,66.8,84.4,0,136,Error,2,0,0,2,oom_killed
0,45.2,41.7,1,0,Unknown,0,0,0,1,healthy
0,3.2,41.7,1,0,Running,0,0,0,1,healthy
8,76.1,87.5,0,1,Error,0,0,0,3,probe_failure
0,37.4,35.8,1,0,Running,0,0,0,0,healthy
0,17.2,12.3,0,0,Unschedulable,0,0,1,0,scheduling_failure
1,21.5,48.3,1,0,Running,0,0,0,0,image_pull_error
10,73.5,68.0,0,1,Error,0,0,0,4,probe_failure
0,2.4,33.3,1,0,Unknown,0,0,0,0,healthy
8,64.6,77.1,0,2,CrashLoopBackOff,0,0,0,4,probe_failure
8,87.8,71.4,0,1,Error,0,0,0,4,probe_failure
9,80.3,74.6,0,2,CrashLoopBackOff,0,0,0,4,probe_failure
0,15.7,26.7,1,0,Unknown,0,0,0,0,healthy
2,46.5,52.2,0,0,CrashLoopBackOff,0,0,0,5,probe_failure
5,83.1,93.3,0,137,OOMKilled,1,0,0,1,oom_killed
0,0.3,13.3,0,0,ContainerCreating,0,0,6,0,scheduling_failure
0,26.5,55.8,1,0,Running,0,0,0,1,healthy
0,9.0,16.2,0,0,ImagePullBackOff,0,4,0,0,image_pull_error
11,68.6,69.4,0,0,CrashLoopBackOff,0,0,0,4,crash_loop
2,48.9,63.5,0,2,Running,0,0,0,3,probe_failure
9,76.0,62.9,0,1,Error,0,0,0,3,probe_failure
4,44.4,45.1,0,0,Error,0,0,0,2,probe_failure
0,18.4,19.2,0,0,Unschedulable,0,0,6,0,scheduling_failure
2,74.9,39.8,0,2,Error,0,0,0,5,image_pull_error
7,77.4,83.4,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
0,19.5,0.0,0,0,Pending,0,0,4,0,scheduling_failure
0,8.0,16.9,0,0,Unschedulable,0,0,5,1,scheduling_failure
1,10.6,18.7,0,0,ErrImagePull,0,6,0,0,image_pull_error
1,25.5,25.4,1,0,Running,0,0,0,0,healthy
0,26.9,14.2,1,0,Running,0,0,0,0,healthy
8,84.1,88.7,0,0,CrashLoopBackOff,0,0,0,3,probe_failure
0,47.4,54.6,0,1,CrashLoopBackOff,0,0,0,10,crash_loop
5,58.2,61.3,1,0,CrashLoopBackOff,0,0,0,3,crash_loop
7,81.5,71.3,0,1,Error,0,0,0,5,probe_failure
8,28.6,100.0,0,1,CrashLoopBackOff,0,0,0,4,crash_loop
0,30.2,45.7,1,0,Running,0,0,0,0,healthy
0,5.8,3.4,0,0,Pending,0,0,7,0,scheduling_failure
0,11.4,32.9,0,0,Pending,0,7,0,0,image_pull_error
1,17.3,18.2,1,0,Running,0,0,0,0,healthy
0,25.3,46.0,1,0,Running,0,0,0,0,healthy
0,0.0,47.3,1,0,Unknown,0,0,0,0,healthy
0,5.0,17.3,0,0,ContainerCreating,0,0,4,0,scheduling_failure
1,33.8,48.3,1,0,Running,0,0,0,0,healthy
6,46.9,62.2,0,0,Running,0,0,0,6,crash_loop
6,84.4,76.6,1,1,Error,0,0,0,4,probe_failure
0,13.6,22.3,0,0,ContainerCreating,0,0,5,0,scheduling_failure
12,91.0,74.5,0,1,Error,0,0,0,4,probe_failure
0,22.6,23.9,0,1,Pending,0,4,0,0,image_pull_error
1,6.5,13.6,0,0,Pending,0,0,0,0,scheduling_failure
8,53.4,56.5,0,1,Error,0,0,0,7,crash_loop
9,92.9,76.6,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
1,8.9,13.0,0,0,Pending,0,0,7,0,scheduling_failure
8,76.8,67.7,0,1,CrashLoopBackOff,0,0,0,4,probe_failure
2,51.7,99.0,0,140,CrashLoopBackOff,1,0,0,2,oom_killed
9,69.9,74.1,1,0,CrashLoopBackOff,0,0,0,5,probe_failure
9,86.8,77.3,0,1,Error,0,0,0,3,probe_failure
3,46.6,69.5,1,1,Running,0,0,0,2,probe_failure
0,12.3,11.2,0,0,ErrImagePull,0,0,0,1,image_pull_error
0,34.2,39.2,1,0,Running,0,0,0,1,healthy
1,16.9,33.3,1,0,Unknown,0,0,0,0,healthy
8,67.9,73.6,0,1,CrashLoopBackOff,0,0,0,3,probe_failure
4,52.9,69.5,0,140,Error,2,0,0,3,oom_killed
0,20.4,29.2,1,0,Running,0,0,0,0,healthy
9,88.9,62.0,0,2,CrashLoopBackOff,0,0,0,5,crash_loop
6,86.2,81.2,0,1,Error,0,0,0,5,probe_failure
0,9.0,8.3,0,0,Pending,0,0,3,0,scheduling_failure
0,5.4,22.3,0,0,Pending,0,5,0,1,image_pull_error
3,61.3,84.2,0,83,CrashLoopBackOff,1,0,0,0,image_pull_error
1,41.7,49.2,1,0,Running,0,0,0,0,healthy
0,21.9,50.7,1,0,Running,0,0,0,0,healthy
7,38.6,53.0,0,2,CrashLoopBackOff,0,0,0,2,crash_loop
0,16.1,15.9,0,0,Unschedulable,0,0,7,0,scheduling_failure
4,70.5,94.4,0,135,Error,0,0,0,2,oom_killed
1,69.3,89.3,0,1,Error,0,0,0,10,crash_loop
